scheduler,seed,cards,tasks,arrival_mode,bw_cap,card_cv,card_jfi,card_lif,max_min_ratio,avg_load_imbalance,completion_rate,throughput,throughput_excl_cold,mean_cold_start,p99_delay,avg_delay,p99_delay_excl_cold,avg_delay_excl_cold,avg_congestion_ratio,congested_card_tick_frac,mean_congestion_wait_ticks,p95_congestion_wait_ticks,avg_utilization,peak_backlog,time_card_cv_mean,time_card_cv_max,time_card_jfi_mean,time_card_lif_mean,time_card_lif_max,time_card_max_min_ratio_mean,time_card_load_variance_mean,completed_tasks,tail_count,tail_frac,max_delay,avg_delay_above_p99,max_delay_excl_cold,eff_tail_count,eff_tail_frac,eff_avg_delay_above_p99,fingerprint_set
drf,123,4,800,mixed,900000.0,0.3773950589060915,0.8610361077511423,1.4911882106564978,3.940938383809639,39270203850.947334,1.0,1.5625,1.5625,0.0,15.0,5.33625,15.0,5.33625,0.11400237449762533,0.3196614583333333,1.2025,3.0,0.6549844418101841,2813558.46875,0.47905042405655396,0.5295812461834565,0.8130844931219954,1.5275994093806033,1.5717431870273522,56.300799631602935,80492075383.02678,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
drf,2024,4,800,mixed,900000.0,0.3956446813240878,0.8502410856794261,1.5250794179990148,4.714361906059672,40844914822.09549,1.0,1.5296367112810707,1.5296367112810707,0.0,15.0,5.34875,15.0,5.34875,0.11857545586809959,0.32721518987341774,1.2375,3.0,0.6465972628148074,2722693.609375,0.5066646031730522,0.5517351004380084,0.7956062603828343,1.5476810278909776,1.6044556378102237,67.50000164794926,87013625500.56003,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,21,4,800,poisson,900000.0,0.48180725989171774,0.8024896373424312,1.5775074145028816,6.133673000489605,66756178990.91245,1.0,1.5238095238095237,1.5238095238095237,0.0,15.0,5.285,15.0,5.285,0.13020294009235547,0.3331234256926952,1.4825,3.0,0.6341936456242457,3417386.921875,0.5384156460340901,0.6264775999088621,0.7749401356547173,1.5873681427788182,1.7473033923762795,67.50000164794926,92927825062.98805,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,42,4,800,poisson,900000.0,0.5028196993933355,0.7900757354456098,1.5941428934012682,7.256286310637209,73793139741.29979,1.0,1.5296367112810707,1.5296367112810707,0.0,15.0,5.28,15.0,5.28,0.13081420287323292,0.34810126582278483,1.5025,3.0,0.6370052058431677,3104341.609375,0.5472337087462305,0.582522649617536,0.7694829173702843,1.5715776163171935,1.6521227090164485,67.50000164794926,98229890775.16068,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,99,4,800,poisson,900000.0,0.4908990634047806,0.7971305064939445,1.5706434751710658,5.82458647769726,74275870523.58665,1.0,1.5325670498084292,1.5325670498084292,0.0,15.0,5.28,15.0,5.28,0.13353074997475123,0.35279187817258884,1.53875,3.0,0.6405164935512725,3026674.859375,0.5382321384964637,0.5763457489078523,0.7753376240467097,1.562500650582888,1.6176399023359807,56.300799631602935,96067870177.9212,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,123,4,800,poisson,900000.0,0.44986568596456,0.8221126989238261,1.5438420414373937,4.90998971175996,66003797199.36187,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,5.28375,15.0,5.28375,0.12852068624606655,0.33080808080808083,1.4425,3.0,0.6488194171670042,2450268.96875,0.49836734069811034,0.5495353889499985,0.800738493944885,1.5449167292468804,1.6140612151691134,42.03364826572239,84228487423.13292,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,2024,4,800,poisson,900000.0,0.5009672089408469,0.7926741291162849,1.6045116442002558,5.5351071211887195,70258978577.67697,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,5.2825,15.0,5.2825,0.1264842628304678,0.33080808080808083,1.45875,3.0,0.6301144993432042,2828251.859375,0.5408429804840624,0.5819192495589365,0.7736569163505191,1.5874279356239487,1.625159255923685,62.642206770752175,94195441472.9658,800,0,0.0,15.0,0.0,15.0,0,0.0,0.0,mixed
p2c,21,4,800,bursty,900000.0,0.5317635132795612,0.7665218541572087,1.7121510076797362,5.731368254933781,58017661749.94991,1.0,1.520912547528517,1.520912547528517,0.0,15.0,5.38375,15.0,5.38375,0.14181833022779422,0.35804020100502515,1.8325,4.0,0.5998832541982372,3011108.96875,0.6304323847709592,0.6811218445498185,0.7157473667754686,1.6710946164878706,1.774402283554243,67.50000164794926,115164034780.56827,800,2,0.0025,18.0,17.0,18.0,2,0.0025,17.0,mixed
p2c,42,4,800,bursty,900000.0,0.5815065982230422,0.7411471274354194,1.7486211586795724,6.946698637032849,61789174942.14004,1.0,1.5238095238095237,1.5238095238095237,0.0,15.0,5.40125,15.0,5.40125,0.12393371061792696,0.31863979848866497,1.78375,4.0,0.5731297665918598,3519035.0,0.6598380602489724,0.7114582644839511,0.6968183395423352,1.7490584351200313,1.8896930755019832,67.50000164794926,115254854960.34543,800,2,0.0025,18.0,17.0,18.0,2,0.0025,17.0,mixed
p2c,99,4,800,bursty,900000.0,0.5467110166084588,0.7569037079818443,1.7142481485770142,4.623732346354708,63199539899.87719,1.0,1.5355086372360844,1.5355086372360844,0.0,15.0,5.41125,15.0,5.41125,0.15050865153035858,0.38040712468193383,1.8875,4.0,0.613601917606232,3218646.3017578125,0.624420041736866,0.701813593942915,0.7196510960124032,1.6312765995016028,1.7077793580595535,67.50000164794926,118631451107.80412,800,4,0.005,18.0,17.0,18.0,4,0.005,17.0,mixed
p2c,123,4,800,bursty,900000.0,0.5102803737819305,0.7826333032759882,1.6419111209434227,4.963800607566468,59696032169.95842,1.0,1.520912547528517,1.520912547528517,0.0,15.0,5.3675,15.0,5.3675,0.14429684989708835,0.36243718592964824,1.84375,4.0,0.6190024205834129,3136209.96875,0.5897183670223061,0.6599092656154418,0.7419591571685061,1.6242174044287867,1.8033715504534604,56.300799631602935,107194395854.32683,800,2,0.0025,19.0,18.5,19.0,2,0.0025,18.5,mixed
