cards,arrival_mode,base_algo,phase_enabled,scheduler,n,card_cv_mean,card_cv_ci95,median_card_cv_mean,median_card_cv_ci95,p95_card_cv_mean,p95_card_cv_ci95,std_card_cv_mean,std_card_cv_ci95,card_jfi_mean,card_jfi_ci95,card_lif_mean,card_lif_ci95,max_min_ratio_mean,max_min_ratio_ci95,completion_rate_mean,completion_rate_ci95,throughput_mean,throughput_ci95,throughput_excl_cold_mean,throughput_excl_cold_ci95,mean_cold_start_mean,mean_cold_start_ci95,p99_delay_mean,p99_delay_ci95,p99_delay_excl_cold_mean,p99_delay_excl_cold_ci95,avg_delay_mean,avg_delay_ci95,avg_delay_excl_cold_mean,avg_delay_excl_cold_ci95,mean_start_offset_mean,mean_start_offset_ci95,p95_start_offset_mean,p95_start_offset_ci95,reject_rate_bw_mean,reject_rate_bw_ci95,avg_congestion_ratio_mean,avg_congestion_ratio_ci95,mean_congestion_wait_ticks_mean,mean_congestion_wait_ticks_ci95,time_card_cv_demand_mean_mean,time_card_cv_demand_mean_ci95,time_card_lif_demand_mean_mean,time_card_lif_demand_mean_ci95,time_card_lif_served_mean_mean,time_card_lif_served_mean_ci95
16,bursty,RR,False,rr,5,0.5146220115599351,0.015474593267004245,0.5130353981470861,0.01967771242623142,0.984266118559089,0.04943754518026906,0.2844245441830282,0.024579955995076768,0.7807688464842574,0.008407568402250546,1.8854175577711043,0.04527514498877818,21.362685584689423,2.090097731040149,1.0,0.0,6.07441504751048,0.00452521987575826,6.07441504751048,0.00452521987575826,0.0,0.0,15.201999999999952,0.3959199999999073,15.201999999999952,0.3959199999999073,5.4320625,0.12527153910356084,5.4320625,0.12527153910356084,0.0,0.0,0.0,0.0,0.0,0.0,0.12942573991401882,0.008100345576771181,1.5818125,0.057751442406229134,1.1186665585040787,0.009858444517329671,5.158013836901202,0.12453734980031528,1.6358541165071745,0.024045799631535143
16,bursty,RR,True,rr-phase,5,0.5273392337535271,0.021997970208054156,0.5038706726153405,0.029672859803478394,0.8658780321804002,0.03980189209065862,0.18804561859569285,0.019368606400166383,0.7813278625851883,0.013543419585427019,2.069324128497259,0.03347621279307989,19.766710229224994,1.633577286830538,0.706875,0.013476391973558786,4.284188110520195,0.08620559922433192,4.292096312090738,0.0865415670074676,0.972349818968871,0.02292593002937103,17.0,0.0,15.0,0.0,6.795481370395948,0.02950408259500191,5.8231315514270765,0.022687337522072665,0.972349818968871,0.02292593002937103,2.0,0.0,0.293125,0.013476391973558807,1.1156000716079154e-06,9.916936968479058e-07,0.0005288337274379117,0.0003182263956169749,0.5964674338557916,0.02736740800973069,2.46798307784,0.038670444311339085,2.4668870075470553,0.03872138159406522
16,poisson,RR,True,rr-phase,5,0.3901238387071616,0.028518779471594726,0.3602172393277087,0.04101140516657688,0.6449281130372916,0.028631982030173673,0.14182540098075846,0.010872183638258332,0.8614948840409782,0.016891199545572506,1.7407764366557716,0.035058635233104526,14.431464303976323,4.024969608041834,0.76275,0.008864125732411526,4.633293410581453,0.05667038712778846,4.643529965155398,0.05660358574680717,1.1616070920980344,0.026139622667117248,17.0,0.0,15.0,0.0,7.133884582088032,0.06282308459643188,5.972277489989998,0.03862935155762432,1.1616070920980344,0.026139622667117248,2.0,0.0,0.23725,0.008864125732411514,0.0,0.0,0.0,0.0,0.4330867368946806,0.0313736826339752,2.1756577590845536,0.016443233323525586,2.1756577590845536,0.016443233323525586
16,poisson,RR,False,rr,5,0.42982403283668624,0.005818327359305057,0.42955427513574396,0.006859716749830469,0.5855582885932545,0.017321271213399835,0.09342854214343543,0.008083754513274333,0.8417020243113861,0.003630441132518874,1.532579916806811,0.008191857181998375,12.112481077806063,0.8342438088592892,1.0,0.0,6.07441504751048,0.00452521987575826,6.07441504751048,0.00452521987575826,0.0,0.0,15.0,0.0,15.0,0.0,5.285,0.0,5.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11914452887516745,0.002168102572592152,1.2223125,0.01960631538879757,1.0252646081614771,0.006231196705653426,4.687499192364951,0.049520505314786176,1.5083626498187788,0.007498390522898525
16,poisson,DRF,False,drf,5,0.38807361318819505,0.0024651634739768775,0.38601943276211764,0.0032623165247471016,0.5287710387139665,0.01104474436030085,0.08350504615253813,0.005166886482567513,0.8666464266062914,0.0014664576894763033,1.5626380092025443,0.0105040459259091,6.693331363793872,0.5744205794917985,1.0,0.0,6.07441504751048,0.00452521987575826,6.07441504751048,0.00452521987575826,0.0,0.0,15.0,0.0,15.0,0.0,5.28825,0.0016389382996318,5.28825,0.0016389382996318,0.0,0.0,0.0,0.0,0.0,0.0,0.10710290686175573,0.0021619171592523875,1.029,0.01633596176767685,0.929610962010431,0.0028740679043811187,4.344668805588311,0.03965841900620917,1.535565372496521,0.009157837568101637
16,poisson,P2C,False,p2c,5,0.5310694315629242,0.008637736456596433,0.5317210247746726,0.008347910521296291,0.7157853782186248,0.011891318039896641,0.11112037739691169,0.005691636904698954,0.7789838854837249,0.0053442788870868676,1.5980762427632353,0.008967875842550564,14.7487650129194,1.1527403364164353,1.0,0.0,6.07441504751048,0.00452521987575826,6.07441504751048,0.00452521987575826,0.0,0.0,15.0,0.0,15.0,0.0,5.285,0.0,5.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12797814693615062,0.0009758528617399859,1.4838125,0.01047249626999221,1.1009692386813714,0.006276950860560551,5.0311432039996,0.06560510819699913,1.573542981507306,0.009844175757318357
16,poisson,DRF,True,drf-phase,5,0.34754993104742665,0.0037707297304000495,0.3434556937312727,0.0039043286024341164,0.4679473959954787,0.009186426414636857,0.06952232134213322,0.003246973350215059,0.8900841961440538,0.0021814828216505907,1.7591660602128683,0.009060637847894827,8.75856515956396,0.3923607468742654,0.763875,0.0018024575237713515,4.63657084222358,0.008964390684429285,4.6448111714643785,0.008921887803020894,0.93530374198132,0.015454379501253905,17.0,0.0,15.0,0.0,6.884744712302559,0.020012599830155634,5.9494409703212385,0.013775214778374274,0.93530374198132,0.015454379501253905,2.0,0.0,0.236125,0.0018024575237713582,0.0,0.0,0.0,0.0,0.3694529091514415,0.005050544982371254,2.1635785600072834,0.016632599197414877,2.1635785600072834,0.016632599197414877
16,poisson,BestFit,True,bestfit-phase,5,0.34754993104742665,0.0037707297304000495,0.3434556937312727,0.0039043286024341164,0.4679473959954787,0.009186426414636857,0.06952232134213322,0.003246973350215059,0.8900841961440538,0.0021814828216505907,1.7591660602128683,0.009060637847894827,8.75856515956396,0.3923607468742654,0.763875,0.0018024575237713515,4.63657084222358,0.008964390684429285,4.6448111714643785,0.008921887803020894,0.93530374198132,0.015454379501253905,17.0,0.0,15.0,0.0,6.884744712302559,0.020012599830155634,5.9494409703212385,0.013775214778374274,0.93530374198132,0.015454379501253905,2.0,0.0,0.236125,0.0018024575237713582,0.0,0.0,0.0,0.0,0.3694529091514415,0.005050544982371254,2.1635785600072834,0.016632599197414877,2.1635785600072834,0.016632599197414877
16,poisson,BestFit,False,bestfit,5,0.38807361318819505,0.0024651634739768775,0.38601943276211764,0.0032623165247471016,0.5287710387139665,0.01104474436030085,0.08350504615253813,0.005166886482567513,0.8666464266062914,0.0014664576894763033,1.5626380092025443,0.0105040459259091,6.693331363793872,0.5744205794917985,1.0,0.0,6.07441504751048,0.00452521987575826,6.07441504751048,0.00452521987575826,0.0,0.0,15.0,0.0,15.0,0.0,5.28825,0.0016389382996318,5.28825,0.0016389382996318,0.0,0.0,0.0,0.0,0.0,0.0,0.10710290686175573,0.0021619171592523875,1.029,0.01633596176767685,0.929610962010431,0.0028740679043811187,4.344668805588311,0.03965841900620917,1.535565372496521,0.009157837568101637
16,poisson,P2C,True,p2c-phase,5,0.59916382232831,0.010056125460488929,0.5941610512053017,0.009405523277703512,0.7725911324018103,0.02414391030268847,0.10148755755864598,0.008008998628792001,0.7361756718266873,0.00635839353612378,2.1057655789795096,0.018009273533281196,18.83637412785482,1.9631973148342226,0.706125,0.003215479163359638,4.276298905883027,0.017537344741701412,4.28458641607417,0.017520279543335456,1.0220771403699924,0.02337216780151457,17.0,0.0,15.0,0.0,7.02909246559385,0.049069418031495254,6.007015325223858,0.02863784499634833,1.0220771403699924,0.02337216780151457,2.0,0.0,0.293875,0.003215479163359638,4.449976847074229e-06,6.87849225349495e-06,0.0011534106596144153,0.0007605837240723081,0.607332548204507,0.010231551422945306,2.390797366545109,0.020968862414239127,2.3870550047224532,0.018085947947974416
