cards,arrival_mode,base_algo,phase_enabled,scheduler,card_id,kind,n,mean_load_mean,mean_load_ci95,max_load_mean,max_load_ci95,std_load_mean,std_load_ci95,time_cv_mean,time_cv_ci95,time_lif_mean,time_lif_ci95,time_jfi_mean,time_jfi_ci95,mean_cong_ratio_mean,mean_cong_ratio_ci95,max_cong_ratio_mean,max_cong_ratio_ci95,completed_tasks_mean,completed_tasks_ci95,throughput_mean,throughput_ci95
4,poisson,RR,False,rr,0,served,5,822687.0009802784,58470.01314625689,2615310.0375,69884.90344030803,759079.0055865375,19960.18644181486,0.9259110785825618,0.04401513343410428,3.197325191610264,0.26721634391726967,0.5389089410370416,0.023277692389359846,0.0,0.0,0.0,0.0,203.6,3.7497007880629627,0.5146746750981186,0.010075782837838831
4,poisson,RR,False,rr,1,served,5,806395.7141991595,48142.3210727,2584231.075,62191.05391577986,719761.0935521931,39154.91758281717,0.8931825575052904,0.02434763686361443,3.214751698306047,0.17762838394208444,0.5563906905988212,0.01349302743778611,0.0,0.0,0.0,0.0,199.8,6.271999999999999,0.5050493264788101,0.015574734703871608
4,poisson,RR,False,rr,2,served,5,918524.4430995184,77189.07775905427,2693787.475,59467.52991604254,796521.7929633607,39586.15772154123,0.8702939096333355,0.03988746212513317,2.950790540421595,0.21201985879532592,0.5694086321142693,0.022311769793265802,0.0,0.0,0.0,0.0,198.6,3.1966632603388176,0.5020176672981499,0.00769315985583268
4,poisson,RR,False,rr,3,served,5,845015.0749058373,43737.644151525215,2549150.021875,40258.84099999999,760461.9619019794,25547.97744645415,0.9011615657593826,0.029682498622851456,3.025346532840948,0.16689316879464824,0.5520692006156999,0.016321420518099376,0.0,0.0,0.0,0.0,198.0,7.281076843434629,0.5005164709285346,0.018607651245161515
4,poisson,RR,False,rr,0,demand,5,822687.0009802784,58470.01314625689,2615310.0375,69884.90344030803,759079.0055865375,19960.18644181486,0.9259110785825618,0.04401513343410428,3.197325191610264,0.26721634391726967,0.5389089410370416,0.023277692389359846,0.0,0.0,0.0,0.0,203.6,3.7497007880629627,0.5146746750981186,0.010075782837838831
4,poisson,RR,False,rr,1,demand,5,806395.7141991595,48142.3210727,2584231.075,62191.05391577986,719761.0935521931,39154.91758281717,0.8931825575052904,0.02434763686361443,3.214751698306047,0.17762838394208444,0.5563906905988212,0.01349302743778611,0.0,0.0,0.0,0.0,199.8,6.271999999999999,0.5050493264788101,0.015574734703871608
4,poisson,RR,False,rr,2,demand,5,918524.4430995184,77189.07775905427,2693787.475,59467.52991604254,796521.7929633607,39586.15772154123,0.8702939096333355,0.03988746212513317,2.950790540421595,0.21201985879532592,0.5694086321142693,0.022311769793265802,0.0,0.0,0.0,0.0,198.6,3.1966632603388176,0.5020176672981499,0.00769315985583268
4,poisson,RR,False,rr,3,demand,5,845015.0749058373,43737.644151525215,2549150.021875,40258.84099999999,760461.9619019794,25547.97744645415,0.9011615657593826,0.029682498622851456,3.025346532840948,0.16689316879464824,0.5520692006156999,0.016321420518099376,0.0,0.0,0.0,0.0,198.0,7.281076843434629,0.5005164709285346,0.018607651245161515
4,poisson,RR,True,rr-phase,0,served,5,796105.860524885,15838.550936211945,1854133.6666015624,5226.666539062499,653123.602003534,7119.153107479463,0.820674824507655,0.015868942785454667,2.3299963056125494,0.048299971394078677,0.5976046080089213,0.00929422179547703,0.0,0.0,0.0,0.0,168.6,11.269573904988599,0.3918761746810199,0.025426320547859736
4,poisson,RR,True,rr-phase,1,served,5,789906.17470758,19868.03236398397,1890133.6634765626,69437.9867166318,593211.4672741699,120980.37153045463,0.7526292904653933,0.15769622264070235,2.3941209370264147,0.09864397808982742,0.6409795239393812,0.09916439442202576,0.0,0.0,0.0,0.0,181.2,34.39450979444248,0.4221466287179841,0.08574902977398126
