scheduler,seed,cards,tasks,arrival_mode,base_algo,phase_enabled,pair_base_scheduler,pair_phase_scheduler,bw_max,d_max,card_cv,median_card_cv,p95_card_cv,std_card_cv,card_jfi,card_lif,max_min_ratio,completion_rate,throughput,throughput_excl_cold,mean_cold_start,p99_delay,p99_delay_excl_cold,avg_delay,avg_delay_excl_cold,mean_start_offset,p95_start_offset,reject_rate_bw,avg_congestion_ratio,mean_congestion_wait_ticks,time_card_cv_demand_mean,time_card_lif_demand_mean,time_card_lif_served_mean
bestfit-phase,21,16,1600,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,8,0.5801602291779245,0.5742016304436353,0.7992078548967506,0.13801732505036166,0.7482541680957995,2.5182719440721892,26.735575692606524,0.853125,2.6,2.606054884189325,1.2197802197802199,18.0,15.0,6.892307692307693,5.672527472527473,1.2197802197802199,6.0,0.146875,0.0,0.0,0.629863650316118,3.4887447860969387,3.4887447860969387
rr-phase,21,16,1600,poisson,RR,True,rr,rr-phase,900000.0,8,0.623217482572526,0.6041993888530037,0.8732597566045005,0.14527295076698585,0.7217416924790961,2.625767222827693,26.708826452723535,0.856875,2.611428571428571,2.6185663954261065,1.4310722100656454,16.0,15.0,7.091903719912473,5.660831509846827,1.4310722100656454,5.0,0.143125,0.0,0.0,0.6648486110243311,3.448323941247367,3.448323941247367
rr-phase,99,16,1600,poisson,RR,True,rr,rr-phase,900000.0,8,0.6108614993402807,0.6083588586268799,0.8255916320974583,0.11993654731629311,0.7290114569354654,2.650726295098386,26.101722363927973,0.856875,2.611428571428571,2.618442370031497,1.4062727935813275,16.0,15.0,7.067104303428154,5.660831509846827,1.4062727935813275,5.0,0.143125,0.0,0.0,0.6492154005797668,3.4280530154956006,3.4280530154956006
rr-phase,2024,16,1600,poisson,RR,True,rr,rr-phase,900000.0,8,0.6415844639232403,0.6318156174388834,0.8937221758010321,0.13634536934224759,0.7102303528543786,2.7011750228864493,24.89034019228966,0.856875,2.611428571428571,2.617596392597472,1.237053245805981,16.0,15.0,6.897884755652808,5.660831509846827,1.237053245805981,4.0,0.143125,0.0,0.0,0.6751767076847319,3.498254854418476,3.498254854418476
bestfit,2024,16,1600,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,8,0.7976167449045841,0.7878802117071352,1.038045980490244,0.13189103287073023,0.6146209883342778,2.9634842144633096,43.06153334625317,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.037649126658747034,0.605625,1.319813846479812,6.854871274747564,2.963793334411557
drf-phase,21,16,1600,poisson,DRF,True,drf,drf-phase,900000.0,8,0.5801602291779245,0.5742016304436353,0.7992078548967506,0.13801732505036166,0.7482541680957995,2.5182719440721892,26.735575692606524,0.853125,2.6,2.606054884189325,1.2197802197802199,18.0,15.0,6.892307692307693,5.672527472527473,1.2197802197802199,6.0,0.146875,0.0,0.0,0.629863650316118,3.4887447860969387,3.4887447860969387
rr-phase,123,16,1600,poisson,RR,True,rr,rr-phase,900000.0,8,0.625902473375981,0.6303464641930622,0.8610978529176871,0.12868840609712548,0.7197223376843049,2.6620804625710264,26.0851269665879,0.856875,2.611428571428571,2.6177896065044997,1.275711159737418,16.0,15.0,6.936542669584245,5.660831509846827,1.275711159737418,4.0,0.143125,0.0,0.0,0.6663243102798524,3.4935651772573166,3.4935651772573166
bestfit-phase,2024,16,1600,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,8,0.5775832473463535,0.5830628676972713,0.8107206573812289,0.14519680144174169,0.7496783144289797,2.5683473879241827,26.958141268258483,0.850625,2.5923809523809522,2.598166169659464,1.168993387215283,21.0,15.0,6.849375459221161,5.680382072005878,1.168993387215283,6.0,0.149375,0.0,0.0,0.6194878804578599,3.5514892537839122,3.5514892537839122
bestfit-phase,123,16,1600,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,8,0.5744414982477127,0.5832076427879018,0.7679875690431507,0.1368041756697773,0.7514773071196202,2.567181783585841,28.55321706447446,0.8475,2.5488721804511276,2.5537929061308167,1.0250737463126844,18.0,15.0,6.715339233038348,5.6902654867256635,1.0250737463126844,5.0,0.1525,0.0,0.0,0.6167851487563459,3.571732939145212,3.571732939145212
rr-phase,42,16,1600,poisson,RR,True,rr,rr-phase,900000.0,8,0.6239216973598736,0.6183186849256919,0.8594188720976781,0.13364092200581365,0.720976557383578,2.6603666751935897,26.310038877555534,0.856875,2.616412213740458,2.623394259810298,1.3946024799416483,16.0,15.0,7.055433989788476,5.660831509846827,1.3946024799416483,4.0,0.143125,0.0,0.0,0.6637147675424944,3.4659810514453273,3.4659810514453273
bestfit,99,16,1600,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,8,0.7884399930647343,0.7872200290763375,1.0138693637439637,0.12122210360901729,0.6194703869647777,2.91475029394948,40.39164882057443,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.03871863576246447,0.618125,1.3214130469963457,7.132024357199128,2.8994793221298267
drf,21,16,1600,poisson,DRF,False,drf,drf-phase,900000.0,8,0.7931111338509763,0.7813107300411775,1.0730297479006472,0.14931981168891814,0.6183378849958542,2.948587950073906,41.505813852293954,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.03856817026463394,0.61375,1.3141538280974208,6.896377578712027,2.915342124859947
bestfit,123,16,1600,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,8,0.7936597520454084,0.7857366591157249,1.0234753420552856,0.1327521871324615,0.6168634556856127,2.957332657280573,41.59880104673087,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.03757209794067873,0.613125,1.3194355398319348,6.936906598077103,2.9650234165759475
bestfit-phase,99,16,1600,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,8,0.5566611513386107,0.5634170753682987,0.763106683843771,0.1375396173477143,0.7623056550667343,2.487055147983438,26.51683764116598,0.85375,2.6019047619047617,2.607708153402818,1.1683748169838946,19.0,15.0,6.838945827232797,5.670571010248902,1.1683748169838946,6.0,0.14625,0.0,0.0,0.6093012193525913,3.4604467702746127,3.4604467702746127
bestfit,42,16,1600,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,8,0.7892371553522669,0.7802675651368884,1.0387707125411147,0.14096961501409422,0.6199217673250252,2.9336499497064996,41.070073533256625,1.0,3.053435114503817,3.053435114503817,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.037193400134772014,0.595,1.3051416143133117,6.820514406115317,2.910926060267907
rr,99,16,1600,poisson,RR,False,rr,rr-phase,900000.0,8,0.8512066844243356,0.8395092556324102,1.0859034295592254,0.13093874066836436,0.5837253265876169,2.913508099443546,58.740126831711606,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.049463551736461345,0.7425,1.446370963372269,7.141637345654772,2.854695016767499
rr,2024,16,1600,poisson,RR,False,rr,rr-phase,900000.0,8,0.868755783724496,0.8485346918227156,1.1660769565161422,0.13964085862484932,0.5743699801287792,2.9589275904356223,57.96730169333732,1.0,3.0476190476190474,3.0476190476190474,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.04802801355562456,0.739375,1.459751439090617,7.1106909864476995,2.908607672187782
drf,42,16,1600,poisson,DRF,False,drf,drf-phase,900000.0,8,0.7892371553522669,0.7802675651368884,1.0387707125411147,0.14096961501409422,0.6199217673250252,2.9336499497064996,41.070073533256625,1.0,3.053435114503817,3.053435114503817,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.037193400134772014,0.595,1.3051416143133117,6.820514406115317,2.910926060267907
bestfit-phase,42,16,1600,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,8,0.5758105703559647,0.5782257449956683,0.8105432076214107,0.13825803607491272,0.7506902318738081,2.5194413889690126,26.537530972942495,0.85,2.595419847328244,2.601325978661701,1.1897058823529412,18.0,15.0,6.872058823529412,5.682352941176471,1.1897058823529412,6.0,0.15,0.0,0.0,0.6263324204395031,3.5083529205612973,3.5083529205612973
