scheduler,seed,cards,tasks,arrival_mode,base_algo,phase_enabled,pair_base_scheduler,pair_phase_scheduler,bw_max,d_max,card_cv,median_card_cv,p95_card_cv,std_card_cv,card_jfi,card_lif,max_min_ratio,completion_rate,throughput,throughput_excl_cold,mean_cold_start,p99_delay,p99_delay_excl_cold,avg_delay,avg_delay_excl_cold,mean_start_offset,p95_start_offset,reject_rate_bw,avg_congestion_ratio,mean_congestion_wait_ticks,time_card_cv_demand_mean,time_card_lif_demand_mean,time_card_lif_served_mean
rr,123,4,400,poisson,RR,False,rr,rr-phase,900000.0,16,0.8006189490112069,0.735255629596641,1.3351254426980592,0.3058609474710461,0.6255736588670152,2.196213619216664,7.509879321216043,1.0,0.7633587786259542,0.7633587786259542,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.05397869484340722,0.9075,1.5428416028058232,7.811845209765378,2.936539605979642
rr,21,4,400,poisson,RR,False,rr,rr-phase,900000.0,16,0.7913670825926321,0.7077405748325425,1.450461732489487,0.3451203546001576,0.6339824992635974,2.1745708069609098,8.361944035171952,1.0,0.7662835249042146,0.7662835249042146,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.05723017473682597,0.9725,1.5570334302509132,7.8026810836434075,2.8814443849260947
rr,42,4,400,poisson,RR,False,rr,rr-phase,900000.0,16,0.777023499672204,0.7221734431977043,1.3109951856400253,0.29194920319246415,0.6368233972740215,2.1512553956015155,7.07959117778139,1.0,0.7692307692307693,0.7692307692307693,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.05581826572194994,0.905,1.5341887566400645,7.547973808423143,2.8924023754768884
rr,99,4,400,poisson,RR,False,rr,rr-phase,900000.0,16,0.793803423194237,0.7383979502281872,1.3743685652652649,0.3055095861162329,0.6288837885516613,2.1868500381629796,7.330473004022669,1.0,0.7722007722007722,0.7722007722007722,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.05589944965883419,0.915,1.5311269880436185,7.682987027201724,2.8899220480011003
rr-phase,21,4,400,poisson,RR,True,rr,rr-phase,900000.0,16,0.526704801675614,0.48121714073454075,1.1034125558731993,0.34017812846859774,0.7794186151577696,1.7442093953690418,4.038548129840078,0.8575,0.657088122605364,0.6600705801825659,2.358600583090379,16.579999999999984,15.0,8.017492711370263,5.658892128279883,2.358600583090379,10.0,0.1425,0.0,0.0,0.7139231087837852,3.370565888429126,3.370565888429126
rr,2024,4,400,poisson,RR,False,rr,rr-phase,900000.0,16,0.8012065809355458,0.7280848415327917,1.576808731263107,0.333397433113895,0.6285057722466403,2.1814282276506494,5.875964380974337,1.0,0.7648183556405354,0.7648183556405354,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.05370782102796972,0.93,1.5577842775632547,7.873401313842128,2.9522225502929644
rr-phase,99,4,400,poisson,RR,True,rr,rr-phase,900000.0,16,0.46606112356051677,0.44137107024547173,1.0000639971569845,0.26020446647471607,0.8095551718127555,1.634939255289967,4.267877622480585,0.8575,0.6621621621621622,0.6651495963273706,2.326530612244898,16.0,15.0,7.985422740524782,5.658892128279883,2.326530612244898,9.0,0.1425,0.0,0.0,0.6510674124273833,3.4462203844498736,3.4462203844498736
rr-phase,42,4,400,poisson,RR,True,rr,rr-phase,900000.0,16,0.44459625536465675,0.43152815570997555,0.9565768566896732,0.27584017099137315,0.8185863188507446,1.6062837349338828,3.5314326289597244,0.8575,0.6596153846153846,0.6626432735362865,2.376093294460641,16.579999999999984,15.0,8.034985422740524,5.658892128279883,2.376093294460641,8.899999999999977,0.1425,0.0,0.0,0.6509769193970459,3.4544600655919573,3.4544600655919573
rr-phase,2024,4,400,poisson,RR,True,rr,rr-phase,900000.0,16,0.5187368863894912,0.5016195227325644,1.0113142240665882,0.3199658658525703,0.7822524315834118,1.7189746511773416,3.8321343969519717,0.8575,0.655831739961759,0.6587843323907383,2.3440233236151604,16.0,15.0,8.002915451895044,5.658892128279883,2.3440233236151604,9.0,0.1425,0.0,0.0,0.7059673279448735,3.5058620133682923,3.5058620133682923
rr-phase,123,4,400,poisson,RR,True,rr,rr-phase,900000.0,16,0.46145689220787717,0.42989456628519074,1.0000639971569845,0.2779593116664577,0.809723092252831,1.6274351303327703,3.6417378407568517,0.8575,0.6545801526717557,0.6573267553539203,2.1895043731778427,16.0,15.0,7.848396501457726,5.658892128279883,2.1895043731778427,8.0,0.1425,0.0,0.0,0.6519340581453439,3.4830601291272862,3.4830601291272862
bestfit,21,4,400,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.6605726197829342,0.5950214215555041,1.2954675681042322,0.3256492377723827,0.7037248751364105,1.9706211504647242,8.764679949206801,1.0,0.7662835249042146,0.7662835249042146,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.04453592498157644,0.7375,1.3920507867967706,7.543553710029884,2.8246568308765827
bestfit,42,4,400,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.6676086701289511,0.6457031879966872,1.1098554075741855,0.2972872479381465,0.6964540583060886,1.9719496070265243,8.331436470695563,1.0,0.7692307692307693,0.7692307692307693,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.044233820716039714,0.725,1.3915566904703902,6.922043164993083,2.8484252449372818
bestfit,99,4,400,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.6701343973457534,0.6555675028628509,1.1494466346101153,0.3067121842368753,0.6952900267116133,1.9910784694578956,8.315437707066737,1.0,0.7722007722007722,0.7722007722007722,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.043931350458430364,0.725,1.3645083828618907,6.912110043484128,2.833898308883335
bestfit,123,4,400,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.6825093519465486,0.6524424081197058,1.201868006462857,0.30558197761382555,0.689444923093659,2.001170274963207,8.771666474191544,1.0,0.7633587786259542,0.7633587786259542,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.04243690745171024,0.7125,1.3703428799387438,7.155196535251223,2.925271415956513
bestfit-phase,21,4,400,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.5076124780999295,0.43396452004176167,1.1095641803255383,0.34927888946235425,0.7908587958837119,1.7215145148255633,5.197932566352489,0.855,0.6551724137931034,0.6586070396918797,2.7222222222222223,23.0,15.0,8.38888888888889,5.666666666666667,2.7222222222222223,10.0,0.145,0.0,0.0,0.6714304928517598,3.3697383231963243,3.3697383231963243
bestfit,2024,4,400,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.6740287950836941,0.6256384038777272,1.3743685652652649,0.33684474062533304,0.6985800710602772,1.9763885664530887,7.64150072804156,1.0,0.7648183556405354,0.7648183556405354,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.04165312446465624,0.7025,1.3168825369659967,6.077139602456398,2.948082472234813
bestfit-phase,42,4,400,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.4361385738239804,0.4112123483069799,0.9299440363234045,0.26705784398187365,0.8237599769708194,1.5837791874625597,4.744107593489396,0.855,0.6576923076923077,0.6607239696312364,2.3859649122807016,20.589999999999975,15.0,8.052631578947368,5.666666666666667,2.3859649122807016,9.949999999999989,0.145,0.0,0.0,0.622788590611959,3.4791380564048566,3.4791380564048566
bestfit-phase,123,4,400,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.49215681999072725,0.4738585529567701,1.001955955322213,0.28298588055354207,0.7953650916687806,1.671044220549603,5.355462468780463,0.8575,0.6459510357815442,0.6489797719587607,2.478134110787172,20.579999999999984,15.0,8.137026239067055,5.658892128279883,2.478134110787172,10.0,0.1425,0.0,0.0,0.6614751784618176,3.484702913283858,3.484702913283858
bestfit-phase,99,4,400,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.46688517919721084,0.4516727024636138,1.0,0.28564476390790194,0.8090229315021267,1.6469523288569015,4.799360325803054,0.855,0.6564299424184261,0.6593272791842119,2.289473684210526,21.589999999999975,15.0,7.956140350877193,5.666666666666667,2.289473684210526,9.0,0.145,0.0,0.0,0.6379974377621898,3.4837147613445323,3.4837147613445323
bestfit-phase,2024,4,400,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.4966940860460623,0.45696761555199483,1.005899757144395,0.3278770599594196,0.7980501824183354,1.7008490983309015,4.986826717713754,0.8575,0.6545801526717557,0.6581320414853269,2.82798833819242,22.579999999999984,15.0,8.486880466472304,5.658892128279883,2.82798833819242,11.0,0.1425,0.0,0.0,0.6590871333274474,3.49798011446111,3.49798011446111
drf,21,4,400,poisson,DRF,False,drf,drf-phase,900000.0,16,0.6605726197829342,0.5950214215555041,1.2954675681042322,0.3256492377723827,0.7037248751364105,1.9706211504647242,8.764679949206801,1.0,0.7662835249042146,0.7662835249042146,0.0,15.0,15.0,5.28,5.28,0.0,0.0,0.0,0.04453592498157644,0.7375,1.3920507867967706,7.543553710029884,2.8246568308765827
