cards,arrival_mode,base_algo,phase_enabled,scheduler,card_id,kind,n,mean_load_mean,mean_load_ci95,max_load_mean,max_load_ci95,std_load_mean,std_load_ci95,time_cv_mean,time_cv_ci95,time_lif_mean,time_lif_ci95,time_jfi_mean,time_jfi_ci95,mean_cong_ratio_mean,mean_cong_ratio_ci95,max_cong_ratio_mean,max_cong_ratio_ci95,completed_tasks_mean,completed_tasks_ci95,throughput_mean,throughput_ci95
16,poisson,BestFit,False,bestfit,0,served,5,358887.838459105,12091.06322645226,900000.0,0.0,225120.86900103625,17785.273142365833,0.6263472080789272,0.031387129746175316,2.510779660546298,0.08648935667716162,0.7182886566043875,0.020298341244057022,0.03015169753035013,0.011426310143801017,0.6082922732482754,0.0709797915374509,126.4,4.4951992169424475,0.31854311375721955,0.011180205278977192
16,poisson,BestFit,False,bestfit,1,served,5,355700.6388383799,15930.728256284418,900000.0,0.0,229240.36630873967,19043.49417891532,0.6434125106441568,0.026178063050453677,2.53550655771899,0.11348678049562798,0.7072873120763269,0.016807327454542432,0.03288046680408855,0.009785746472888926,0.6727540328623888,0.030486686646569974,116.6,5.700871512321602,0.29383762053787243,0.01411949241732529
16,poisson,BestFit,False,bestfit,2,served,5,357901.1946266613,5716.776414333567,900000.0,0.0,241591.63859432965,14604.828284644887,0.6749634755158664,0.03807077769671594,2.515324899182693,0.03995038341905356,0.6872139845400843,0.023992419002435608,0.04165372739470886,0.006727469175719094,0.6573904523758874,0.034352382269932424,117.0,8.199268260033941,0.2948668040607587,0.02076501334132339
16,poisson,BestFit,False,bestfit,3,served,5,346112.16751684726,9851.560240101284,900000.0,0.0,242886.12322355882,16248.950339716896,0.7012916053302924,0.033690742088317155,2.6025580724409587,0.07577517006213162,0.6704966723353185,0.021178592058304194,0.035376772697107386,0.008126029299279447,0.6693575350292068,0.02587700982684448,113.2,3.9395512434793885,0.28528992697758443,0.01013943988401025
16,poisson,BestFit,False,bestfit,4,served,5,338048.79169917275,8331.489532097577,900000.0,0.0,249451.56110783856,11915.50999924112,0.7382133828939631,0.03665737150455781,2.6640036635740016,0.06493261868293948,0.6475042842352338,0.022695470599336035,0.04188821923255236,0.005640051942101901,0.685221885703038,0.014302387491354122,108.0,4.596607444626961,0.27218151286161363,0.011669815320452573
16,poisson,BestFit,False,bestfit,5,served,5,331217.0662862985,12299.264287282644,900000.0,0.0,252685.5888068023,11504.75936267237,0.7632389325515627,0.029986930434354447,2.7210162566031393,0.09742284767465607,0.6320686269200232,0.018421729540075628,0.042166377953027454,0.0068272283503573615,0.6742614433618623,0.04148695970446116,105.0,5.473982097157425,0.2646159326260082,0.01376757809894886
16,poisson,BestFit,False,bestfit,6,served,5,318882.4356631752,12876.123479564496,900000.0,0.0,254880.18398201396,14558.115621004088,0.7993496117717752,0.032909301147317785,2.8271340410355914,0.1136490412789375,0.6103738217169317,0.019703854673688032,0.04217113972884411,0.004320166794575214,0.6817925342643912,0.008320214615615168,104.8,5.592014306133345,0.2641108821209577,0.01404746013039063
16,poisson,BestFit,False,bestfit,7,served,5,321578.57932833134,5569.148929914173,900000.0,0.0,262617.4394171394,17263.45121807001,0.816754911837513,0.052789942247183724,2.7995721748410207,0.04871243850737317,0.6004463623202481,0.031607662562264285,0.046196352208164086,0.005885116624255836,0.6708007512098154,0.038735703115941336,101.0,3.2206086381303765,0.25453273287026434,0.008003784288030688
16,poisson,BestFit,False,bestfit,8,served,5,309717.32766037434,15491.691628348914,900000.0,0.0,262980.9325044169,16078.671141468823,0.8488241969113955,0.02033159687562117,2.9135123543419033,0.14673020733720538,0.5813246056099587,0.01155696966943194,0.04110701847290763,0.008518599030833794,0.6731969198744893,0.029717544504629156,101.4,5.317346706770209,0.2555339287077322,0.013215136224396946
16,poisson,BestFit,False,bestfit,9,served,5,302172.48804530763,8975.937810925707,900000.0,0.0,250657.9324425575,13423.536474610637,0.8293202359194826,0.03320919439875146,2.981123618290748,0.08709241827781387,0.5927533237940927,0.019173747853807425,0.03891345428252235,0.005866626501789855,0.6620117151212932,0.051893985370167414,96.0,5.88,0.2419370022644582,0.014833196808547038
