cards,arrival_mode,base_algo,phase_enabled,scheduler,card_id,kind,n,mean_load_mean,mean_load_ci95,max_load_mean,max_load_ci95,std_load_mean,std_load_ci95,time_cv_mean,time_cv_ci95,time_lif_mean,time_lif_ci95,time_jfi_mean,time_jfi_ci95,mean_cong_ratio_mean,mean_cong_ratio_ci95,max_cong_ratio_mean,max_cong_ratio_ci95,completed_tasks_mean,completed_tasks_ci95,throughput_mean,throughput_ci95
16,poisson,BestFit,True,bestfit-phase,0,served,5,445929.34489847394,12040.436695986029,792680.774609375,35302.59439040282,168229.44206393664,18189.4775396315,0.3776658440206305,0.0431957053605153,1.779818040552649,0.10855720889788724,0.8744415694253121,0.025045780072099746,0.0,0.0,0.0,0.0,173.4,7.323164343369606,0.4230924457595802,0.016877131836893444
16,poisson,BestFit,True,bestfit-phase,1,served,5,448841.00762835715,9596.852976387174,789585.1998046875,38719.14032583523,167788.72079680552,9046.27021718225,0.3741177986317478,0.02345519089213434,1.759108979298854,0.07509756025090154,0.8769961925686374,0.013484156763403045,0.0,0.0,0.0,0.0,172.0,4.760823458184518,0.4197671958119594,0.013114992532677209
16,poisson,BestFit,True,bestfit-phase,2,served,5,431361.68263673736,10581.031348079843,797939.740625,44389.68777284167,170053.18949151403,13490.54001737768,0.394546274418599,0.03376477263849304,1.8524523041998326,0.13411089393406406,0.8648776501211387,0.019735047099391036,0.0,0.0,0.0,0.0,165.4,8.23666534466467,0.4035606672615432,0.019106165244274654
16,poisson,BestFit,True,bestfit-phase,3,served,5,417253.8881347642,16417.512491072943,784265.4103515625,36109.21640358984,166508.30665696348,12347.336935107998,0.3986384487560202,0.01809073072133326,1.881886915114867,0.10059385021230019,0.8627607516774893,0.010669699097788268,0.0,0.0,0.0,0.0,165.0,7.666582028518314,0.40257467254371015,0.0172991088295889
16,poisson,BestFit,True,bestfit-phase,4,served,5,430993.3899300514,15497.794992206607,766282.6291015625,4600.9355357293025,176235.87377380353,14514.337255759752,0.40873389901397544,0.027137355275181987,1.780417619145395,0.06675251067810976,0.8566280382212796,0.016512640713716793,0.0,0.0,0.0,0.0,171.0,9.858624650528084,0.41736542517342395,0.025536019310522073
16,poisson,BestFit,True,bestfit-phase,5,served,5,435677.85030572,14547.21878902686,806999.467578125,41282.73227604485,163994.62551875485,11531.078078909297,0.3761411112533569,0.01883452505550852,1.8548226880910894,0.12000134093116932,0.875907456380459,0.010772325340629623,0.0,0.0,0.0,0.0,165.6,9.100818424735216,0.40404871726941494,0.021257939151066448
16,poisson,BestFit,True,bestfit-phase,6,served,5,427758.1475896584,13299.188904285442,792919.5591796875,50050.664141014546,165981.24543048505,13438.500231524762,0.3879372545034084,0.02736531349860734,1.8557176578348853,0.13246089616856074,0.8688927106316523,0.015714440084178393,0.0,0.0,0.0,0.0,159.4,8.646244040044209,0.38904720056481334,0.02243959563053105
16,poisson,BestFit,True,bestfit-phase,7,served,5,436792.491221948,10215.233519439074,768791.623828125,5767.6850194704975,165660.60818263018,10183.95615031218,0.37945891143296645,0.024460411466368598,1.761012471695966,0.040341424237071724,0.8738917282918283,0.014047825926390851,0.0,0.0,0.0,0.0,173.4,10.34538428479097,0.4231470143924246,0.02534889757638776
16,poisson,BestFit,True,bestfit-phase,8,served,5,428328.02016338304,6261.548815055655,781368.3,38558.64448978176,177624.10435471023,8267.89801917666,0.4146841395696299,0.018334138838334783,1.8238795352450599,0.07734443915159016,0.8531682389653918,0.011152386895235152,0.0,0.0,0.0,0.0,168.8,8.708225077477039,0.411930132938769,0.021613544488443628
16,poisson,BestFit,True,bestfit-phase,9,served,5,432161.98956290307,7691.822558237677,763861.4103515625,3926.0387029435956,156624.0574950717,8226.119665969582,0.3624100103073306,0.017691450330701707,1.7682589819137566,0.03959645785566666,0.8837648023257557,0.009841283342674603,0.0,0.0,0.0,0.0,159.6,4.4951992169424475,0.3894453129107907,0.010411634124482453
16,poisson,BestFit,True,bestfit-phase,10,served,5,424279.35657546786,18164.490559096128,764650.11875,5953.707072004148,171334.47408542264,11031.403687834278,0.40355516404163894,0.013820766359946363,1.8059915455743054,0.08554602752274668,0.8598843809526489,0.00818127559218095,0.0,0.0,0.0,0.0,164.6,10.08209978129556,0.40167319111655336,0.024713994560609524
16,poisson,BestFit,True,bestfit-phase,11,served,5,425161.03552708274,18281.422592357354,806918.514453125,45959.43661578312,164749.64284219613,10522.480532413096,0.3879965652834572,0.02619656612405082,1.900233786630468,0.11584100860268226,0.8689033374476589,0.015409924401271757,0.0,0.0,0.0,0.0,162.6,6.216630598644252,0.3967948631484007,0.015482124750787613
16,poisson,BestFit,True,bestfit-phase,12,served,5,412130.56622847426,11651.98217456709,762666.6666015625,5226.666539062499,158488.45857431236,9029.61256394049,0.38428796820278943,0.013531864813471248,1.8520887065413956,0.05375781094968362,0.8712533994550101,0.007841484894276128,0.0,0.0,0.0,0.0,163.0,4.064342505252233,0.39775600288102225,0.009834320226115521
16,poisson,BestFit,True,bestfit-phase,13,served,5,404147.2347627354,7585.7450426888445,780112.715625,37767.05673254894,157240.8752550191,11381.528627049687,0.3890048625734762,0.02651705935111418,1.9310276718591548,0.10097660104831803,0.8683180343355223,0.015796359879879623,0.0,0.0,0.0,0.0,158.8,7.87422529522746,0.38759310099269156,0.020797185110023417
16,poisson,BestFit,True,bestfit-phase,14,served,5,410952.7556177126,13139.831051091922,770774.1310546875,9808.565870085826,167958.86535194603,11300.568814935727,0.40832702891828887,0.01668837003711626,1.8778811693378323,0.0727679335288429,0.8570056962355125,0.010037650451100286,0.0,0.0,0.0,0.0,164.4,6.692761462953839,0.40119338012705347,0.016729711396906304
16,poisson,BestFit,True,bestfit-phase,15,served,5,423231.8771337122,19478.44001339736,771551.620703125,3668.2844136167478,160946.83156322228,7466.4003916062675,0.381157380625924,0.025534797658058626,1.8270200460185442,0.08448915152333335,0.8728959828674586,0.014868558217260077,0.0,0.0,0.0,0.0,157.6,9.889749036249604,0.38453133808051027,0.023329260050647532
16,poisson,BestFit,True,bestfit-phase,0,demand,5,445929.34489847394,12040.436695986029,792680.774609375,35302.59439040282,168229.44206393664,18189.4775396315,0.3776658440206305,0.0431957053605153,1.779818040552649,0.10855720889788724,0.8744415694253121,0.025045780072099746,0.0,0.0,0.0,0.0,173.4,7.323164343369606,0.4230924457595802,0.016877131836893444
16,poisson,BestFit,True,bestfit-phase,1,demand,5,448841.00762835715,9596.852976387174,789585.1998046875,38719.14032583523,167788.72079680552,9046.27021718225,0.3741177986317478,0.02345519089213434,1.759108979298854,0.07509756025090154,0.8769961925686374,0.013484156763403045,0.0,0.0,0.0,0.0,172.0,4.760823458184518,0.4197671958119594,0.013114992532677209
16,poisson,BestFit,True,bestfit-phase,2,demand,5,431361.68263673736,10581.031348079843,797939.740625,44389.68777284167,170053.18949151403,13490.54001737768,0.394546274418599,0.03376477263849304,1.8524523041998326,0.13411089393406406,0.8648776501211387,0.019735047099391036,0.0,0.0,0.0,0.0,165.4,8.23666534466467,0.4035606672615432,0.019106165244274654
16,poisson,BestFit,True,bestfit-phase,3,demand,5,417253.8881347642,16417.512491072943,784265.4103515625,36109.21640358984,166508.30665696348,12347.336935107998,0.3986384487560202,0.01809073072133326,1.881886915114867,0.10059385021230019,0.8627607516774893,0.010669699097788268,0.0,0.0,0.0,0.0,165.0,7.666582028518314,0.40257467254371015,0.0172991088295889
16,poisson,BestFit,True,bestfit-phase,4,demand,5,430993.3899300514,15497.794992206607,766282.6291015625,4600.9355357293025,176235.87377380353,14514.337255759752,0.40873389901397544,0.027137355275181987,1.780417619145395,0.06675251067810976,0.8566280382212796,0.016512640713716793,0.0,0.0,0.0,0.0,171.0,9.858624650528084,0.41736542517342395,0.025536019310522073
16,poisson,BestFit,True,bestfit-phase,5,demand,5,435677.85030572,14547.21878902686,806999.467578125,41282.73227604485,163994.62551875485,11531.078078909297,0.3761411112533569,0.01883452505550852,1.8548226880910894,0.12000134093116932,0.875907456380459,0.010772325340629623,0.0,0.0,0.0,0.0,165.6,9.100818424735216,0.40404871726941494,0.021257939151066448
