cards,arrival_mode,base_algo,phase_enabled,scheduler,n,card_cv_mean,card_cv_ci95,median_card_cv_mean,median_card_cv_ci95,p95_card_cv_mean,p95_card_cv_ci95,std_card_cv_mean,std_card_cv_ci95,card_jfi_mean,card_jfi_ci95,card_lif_mean,card_lif_ci95,max_min_ratio_mean,max_min_ratio_ci95,completion_rate_mean,completion_rate_ci95,throughput_mean,throughput_ci95,throughput_excl_cold_mean,throughput_excl_cold_ci95,mean_cold_start_mean,mean_cold_start_ci95,p99_delay_mean,p99_delay_ci95,p99_delay_excl_cold_mean,p99_delay_excl_cold_ci95,avg_delay_mean,avg_delay_ci95,avg_delay_excl_cold_mean,avg_delay_excl_cold_ci95,mean_start_offset_mean,mean_start_offset_ci95,p95_start_offset_mean,p95_start_offset_ci95,reject_rate_bw_mean,reject_rate_bw_ci95,avg_congestion_ratio_mean,avg_congestion_ratio_ci95,mean_congestion_wait_ticks_mean,mean_congestion_wait_ticks_ci95,time_card_cv_demand_mean_mean,time_card_cv_demand_mean_ci95,time_card_lif_demand_mean_mean,time_card_lif_demand_mean_ci95,time_card_lif_served_mean_mean,time_card_lif_served_mean_ci95
16,poisson,BestFit,True,bestfit-phase,5,0.5729313392933132,0.008189735932476997,0.5764229922585551,0.007167514839507091,0.7903131945572623,0.02029078453357581,0.13916319111690154,0.0029962276428035068,0.7524811353169883,0.0049285183366315245,2.532059530506933,0.030757298795213737,27.06026052788959,0.7480581339578382,0.851,0.0022117950854453035,2.587715548413017,0.01931455932733626,2.593409618408825,0.019693505532970997,1.1543856105290047,0.06596589549366855,18.8,1.1428665713896788,15.0,0.0,6.833605407065882,0.06071054690765449,5.679219796536877,0.006967840747026899,1.1543856105290047,0.06596589549366855,5.8,0.39199999999999996,0.149,0.0022117950854453035,0.0,0.0,0.0,0.0,0.6203540638644837,0.007091649757067185,3.5161533339723947,0.03981506371838997,3.5161533339723947,0.03981506371838997
16,poisson,RR,True,rr-phase,5,0.6250975233143803,0.009602486417722473,0.6186078028075042,0.010956464665021903,0.8626180579036712,0.021756061459226275,0.13277683910569313,0.008213572076601814,0.7203364794673647,0.005882458023123079,2.660023135715429,0.023835273211203076,26.01921097061692,0.5954099128669984,0.856875,0.0,2.6124252998909485,0.0019535877862596925,2.6191578048739745,0.00210730253171168,1.348942377826404,0.0759091071931088,16.0,0.0,15.0,0.0,7.009773887673231,0.07590910719310888,5.660831509846827,0.0,1.348942377826404,0.0759091071931088,4.4,0.4800999895855029,0.143125,0.0,0.0,0.0,0.0,0.0,0.6638559594222353,0.008194620918384108,3.4668356079728175,0.02610974725924005,3.4668356079728175,0.02610974725924005
16,poisson,BestFit,False,bestfit,5,0.7924129558435941,0.003250041595539495,0.7844830390154527,0.003050216726903438,1.037438229346251,0.01969460975272948,0.13523095006304428,0.009245045845490123,0.6178428966611096,0.0018878900324605702,2.9435610130947536,0.017199761908827906,41.52557411982181,0.8608607797549758,1.0,0.0,3.0487822609960014,0.0022798982188296612,3.0487822609960014,0.0022798982188296612,0.0,0.0,15.0,0.0,15.0,0.0,5.28,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03794028615225924,0.0005844353404100222,0.609125,0.007963442251941077,1.315991575143765,0.005830167718290541,6.9281388429702275,0.10700066200034962,2.9309128516490373,0.02728078835706815
16,poisson,DRF,True,drf-phase,5,0.5729313392933132,0.008189735932476997,0.5764229922585551,0.007167514839507091,0.7903131945572623,0.02029078453357581,0.13916319111690154,0.0029962276428035068,0.7524811353169883,0.0049285183366315245,2.532059530506933,0.030757298795213737,27.06026052788959,0.7480581339578382,0.851,0.0022117950854453035,2.587715548413017,0.01931455932733626,2.593409618408825,0.019693505532970997,1.1543856105290047,0.06596589549366855,18.8,1.1428665713896788,15.0,0.0,6.833605407065882,0.06071054690765449,5.679219796536877,0.006967840747026899,1.1543856105290047,0.06596589549366855,5.8,0.39199999999999996,0.149,0.0022117950854453035,0.0,0.0,0.0,0.0,0.6203540638644837,0.007091649757067185,3.5161533339723947,0.03981506371838997,3.5161533339723947,0.03981506371838997
16,poisson,DRF,False,drf,5,0.7924129558435941,0.003250041595539495,0.7844830390154527,0.003050216726903438,1.037438229346251,0.01969460975272948,0.13523095006304428,0.009245045845490123,0.6178428966611096,0.0018878900324605702,2.9435610130947536,0.017199761908827906,41.52557411982181,0.8608607797549758,1.0,0.0,3.0487822609960014,0.0022798982188296612,3.0487822609960014,0.0022798982188296612,0.0,0.0,15.0,0.0,15.0,0.0,5.28,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03794028615225924,0.0005844353404100222,0.609125,0.007963442251941077,1.315991575143765,0.005830167718290541,6.9281388429702275,0.10700066200034962,2.9309128516490373,0.02728078835706815
16,poisson,RR,False,rr,5,0.863123359743571,0.006347719122396987,0.8455738791815356,0.005813894929247278,1.1466431019969399,0.03601590154732131,0.143619402924029,0.010448254794720249,0.5778183257903744,0.003417062863009671,2.946899289257219,0.01701059006322665,58.59086393524101,0.5296274245675197,1.0,0.0,3.0487822609960014,0.0022798982188296612,3.0487822609960014,0.0022798982188296612,0.0,0.0,15.0,0.0,15.0,0.0,5.28,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868523015187241,0.000504026759928591,0.743,0.002027735806262734,1.4565458960641902,0.0054274546164568135,7.203459087419449,0.07213017511144788,2.886727682909222,0.021074203385921572
16,poisson,P2C,False,p2c,5,0.9977106331527783,0.006829325643774695,0.9831422499605372,0.010245271854858901,1.2758002589054676,0.020078768703055572,0.15643953148392925,0.012483394449787152,0.5071056282596452,0.0037326866308726625,3.043347324697202,0.013742609604487066,26.820503640359703,1.8116317280263543,1.0,0.0,3.0487822609960014,0.0022798982188296612,3.0487822609960014,0.0022798982188296612,0.0,0.0,15.0,0.0,15.0,0.0,5.28,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04907679073466701,0.0009332607693308222,0.94625,0.016827594525065066,1.563265383622024,0.010575335800821829,8.589330470356034,0.17625276636281592,2.9758901413330197,0.017653783547620944
16,bursty,RR,False,rr,5,0.9456805960995474,0.018328827641915128,0.9101341479410096,0.0127060781513491,1.5552706881735012,0.07353821933120913,0.3357701371747225,0.03405069950816292,0.5507936759459197,0.0071876699596213345,3.2968345256648903,0.07568129730289147,40.42664475268521,2.796316298608603,1.0,0.0,3.0429971038078962,0.006619543535276918,3.0429971038078962,0.006619543535276918,0.0,0.0,15.0,0.0,15.0,0.0,5.292125,0.014971083795103271,5.292125,0.014971083795103271,0.0,0.0,0.0,0.0,0.0,0.0,0.04901211150286697,0.002083029371872601,0.898,0.05899287637079585,1.5467224325524451,0.0129264977867876,8.019433226040523,0.1452908731639805,2.979479107010765,0.054123177548252424
16,poisson,P2C,True,p2c-phase,5,0.8189660910150225,0.008845146843881943,0.8155617318627566,0.014396986507364463,1.0686553063248176,0.009436938463881115,0.1540885253658573,0.005772314974326084,0.6034001069363221,0.005083606244575272,2.8469897342503527,0.02505192367958893,20.14983452670723,0.7279302527957011,0.8193750000000001,0.0035714580355927553,2.4906312505839594,0.022346116971122522,2.5029046054705284,0.02243071508130483,2.581401952298086,0.03370138158540068,22.359999999999992,0.4365127260458649,15.0,0.0,8.35673023550749,0.043923707766277464,5.775328283209404,0.013754655229091263,2.581401952298086,0.03370138158540068,8.0,0.0,0.180625,0.00357145803559275,0.0,0.0,0.0,0.0,0.8447068455528202,0.008692799846000368,3.7695516684786603,0.047313080064243965,3.7695516684786603,0.047313080064243965
16,bursty,RR,True,rr-phase,5,0.7111044100191137,0.03756903715954475,0.6590919370467486,0.03062148149691877,1.2245721856763392,0.08637526169275608,0.27749460803638204,0.036408898214373146,0.676570670291309,0.019344286036481282,2.7263814837666946,0.06701480981712424,19.669365899942502,0.9557236461065677,0.844875,0.008578499286005672,2.566010768779559,0.019639970597386015,2.5763053012917263,0.01980684346184604,2.1049295747962704,0.06544905612928155,20.480000000000018,0.8990398433884685,15.0,0.0,7.774512791738919,0.06405499881965819,5.669583216942649,0.006402962246985835,2.1049295747962704,0.06544905612928155,7.0,0.0,0.15512499999999999,0.008578499286005677,0.0,0.0,0.0,0.0,0.7633654709750951,0.042899860300506236,3.662922453535112,0.10460628716311282,3.662922453535112,0.10460628716311282
