scheduler,seed,cards,arrival_mode,base_algo,phase_enabled,card_id,kind,mean_load,max_load,std_load,time_cv,time_lif,time_jfi,mean_cong_ratio,max_cong_ratio,completed_tasks,throughput
rr,21,4,poisson,RR,False,0,served,903835.5437805022,2686209.9375,789577.7735947339,0.8735856639274678,2.972011839968478,0.5671661035384756,0.0,0.0,200,0.5037783375314862
rr,21,4,poisson,RR,False,1,served,896426.8995198363,2594865.921875,791718.6216612691,0.8831937351337256,2.8946765467043867,0.5617879140154295,0.0,0.0,210,0.5289672544080605
rr,21,4,poisson,RR,False,2,served,787806.3542019246,2631310.921875,733757.8911736602,0.931393720373051,3.3400478529277793,0.5354768794531343,0.0,0.0,203,0.5113350125944585
rr,21,4,poisson,RR,False,3,served,826767.9231664239,2631310.921875,759166.301962172,0.9182338606638902,3.182647570308955,0.5425484322640066,0.0,0.0,187,0.47103274559193953
rr,21,4,poisson,RR,False,0,demand,903835.5437805022,2686209.9375,789577.7735947339,0.8735856639274678,2.972011839968478,0.5671661035384756,0.0,0.0,200,0.5037783375314862
rr,21,4,poisson,RR,False,1,demand,896426.8995198363,2594865.921875,791718.6216612691,0.8831937351337256,2.8946765467043867,0.5617879140154295,0.0,0.0,210,0.5289672544080605
rr,21,4,poisson,RR,False,2,demand,787806.3542019246,2631310.921875,733757.8911736602,0.931393720373051,3.3400478529277793,0.5354768794531343,0.0,0.0,203,0.5113350125944585
rr,21,4,poisson,RR,False,3,demand,826767.9231664239,2631310.921875,759166.301962172,0.9182338606638902,3.182647570308955,0.5425484322640066,0.0,0.0,187,0.47103274559193953
rr,99,4,poisson,RR,False,0,served,836125.8712424651,2644053.59375,760690.4072160289,0.9097797752456329,3.162267410552664,0.5471359720558381,0.0,0.0,208,0.5279187817258884
rr,99,4,poisson,RR,False,1,served,746321.5626858938,2528609.796875,692287.0941330184,0.927598944939479,3.3880969320716545,0.5375073133643359,0.0,0.0,201,0.5101522842639594
rr,99,4,poisson,RR,False,2,served,918313.3511237905,2624710.796875,777232.8228376805,0.8463699475636915,2.858186471603617,0.5826344333747024,0.0,0.0,196,0.49746192893401014
rr,99,4,poisson,RR,False,3,served,918674.2046939443,2528609.796875,807588.7033845305,0.8790806351785813,2.752455423212198,0.5640849069546466,0.0,0.0,195,0.4949238578680203
rr,99,4,poisson,RR,False,0,demand,836125.8712424651,2644053.59375,760690.4072160289,0.9097797752456329,3.162267410552664,0.5471359720558381,0.0,0.0,208,0.5279187817258884
rr,99,4,poisson,RR,False,1,demand,746321.5626858938,2528609.796875,692287.0941330184,0.927598944939479,3.3880969320716545,0.5375073133643359,0.0,0.0,201,0.5101522842639594
rr,99,4,poisson,RR,False,2,demand,918313.3511237905,2624710.796875,777232.8228376805,0.8463699475636915,2.858186471603617,0.5826344333747024,0.0,0.0,196,0.49746192893401014
rr,99,4,poisson,RR,False,3,demand,918674.2046939443,2528609.796875,807588.7033845305,0.8790806351785813,2.752455423212198,0.5640849069546466,0.0,0.0,195,0.4949238578680203
rr,42,4,poisson,RR,False,0,served,847251.055723398,2528609.796875,762600.2204082435,0.9000876602710419,2.984487041702212,0.5524380261845807,0.0,0.0,199,0.5037974683544304
rr,42,4,poisson,RR,False,1,served,802252.0095777294,2605259.796875,728521.0838817284,0.9080950563965433,3.2474331828053575,0.5480543264136446,0.0,0.0,200,0.5063291139240507
rr,42,4,poisson,RR,False,2,served,890675.8425163173,2686209.9375,806023.9250163023,0.9049576586012951,3.0159232004215815,0.5497682176514725,0.0,0.0,202,0.5113924050632911
rr,42,4,poisson,RR,False,3,served,872528.7062425831,2528609.796875,747377.1111485492,0.8565644955877947,2.8980247627199422,0.5768001513485602,0.0,0.0,199,0.5037974683544304
rr,42,4,poisson,RR,False,0,demand,847251.055723398,2528609.796875,762600.2204082435,0.9000876602710419,2.984487041702212,0.5524380261845807,0.0,0.0,199,0.5037974683544304
rr,42,4,poisson,RR,False,1,demand,802252.0095777294,2605259.796875,728521.0838817284,0.9080950563965433,3.2474331828053575,0.5480543264136446,0.0,0.0,200,0.5063291139240507
rr,42,4,poisson,RR,False,2,demand,890675.8425163173,2686209.9375,806023.9250163023,0.9049576586012951,3.0159232004215815,0.5497682176514725,0.0,0.0,202,0.5113924050632911
rr,42,4,poisson,RR,False,3,demand,872528.7062425831,2528609.796875,747377.1111485492,0.8565644955877947,2.8980247627199422,0.5768001513485602,0.0,0.0,199,0.5037974683544304
rr,123,4,poisson,RR,False,0,served,803921.2902363478,2531466.921875,756982.9612015339,0.9416132778110474,3.148898968866423,0.5300440734702614,0.0,0.0,208,0.5252525252525253
rr,123,4,poisson,RR,False,1,served,794321.5618242976,2686209.9375,709793.6054092447,0.8935847137009352,3.381766360881167,0.5560208707152494,0.0,0.0,198,0.5
rr,123,4,poisson,RR,False,2,served,981313.2405253709,2763352.859375,809080.875759058,0.8244878825092548,2.815974293687884,0.595315958169797,0.0,0.0,195,0.49242424242424243
rr,123,4,poisson,RR,False,3,served,805186.5109937263,2528609.796875,759387.2003065645,0.9431196250038536,3.1404025804584075,0.5292476467662689,0.0,0.0,199,0.5025252525252525
rr,123,4,poisson,RR,False,0,demand,803921.2902363478,2531466.921875,756982.9612015339,0.9416132778110474,3.148898968866423,0.5300440734702614,0.0,0.0,208,0.5252525252525253
rr,123,4,poisson,RR,False,1,demand,794321.5618242976,2686209.9375,709793.6054092447,0.8935847137009352,3.381766360881167,0.5560208707152494,0.0,0.0,198,0.5
rr,123,4,poisson,RR,False,2,demand,981313.2405253709,2763352.859375,809080.875759058,0.8244878825092548,2.815974293687884,0.595315958169797,0.0,0.0,195,0.49242424242424243
rr,123,4,poisson,RR,False,3,demand,805186.5109937263,2528609.796875,759387.2003065645,0.9431196250038536,3.1404025804584075,0.5292476467662689,0.0,0.0,199,0.5025252525252525
rr,2024,4,poisson,RR,False,0,served,722301.243918679,2686209.9375,725543.6655121477,1.0044890156576192,3.718960696961543,0.49776052993605224,0.0,0.0,203,0.5126262626262627
rr,2024,4,poisson,RR,False,1,served,792656.5373880406,2506209.921875,676485.0626757051,0.853440337355769,3.1617854690676688,0.5785830284854465,0.0,0.0,190,0.4797979797979798
rr,2024,4,poisson,RR,False,2,served,1014513.4271301886,2763352.859375,856513.4500301026,0.8442603391193851,2.723820883467114,0.5838476719222402,0.0,0.0,197,0.49747474747474746
rr,2024,4,poisson,RR,False,3,served,801918.0294325086,2528609.796875,728790.492708081,0.9088092123627928,3.153202327505238,0.5476648657450167,0.0,0.0,210,0.5303030303030303
rr,2024,4,poisson,RR,False,0,demand,722301.243918679,2686209.9375,725543.6655121477,1.0044890156576192,3.718960696961543,0.49776052993605224,0.0,0.0,203,0.5126262626262627
rr,2024,4,poisson,RR,False,1,demand,792656.5373880406,2506209.921875,676485.0626757051,0.853440337355769,3.1617854690676688,0.5785830284854465,0.0,0.0,190,0.4797979797979798
rr,2024,4,poisson,RR,False,2,demand,1014513.4271301886,2763352.859375,856513.4500301026,0.8442603391193851,2.723820883467114,0.5838476719222402,0.0,0.0,197,0.49747474747474746
rr,2024,4,poisson,RR,False,3,demand,801918.0294325086,2528609.796875,728790.492708081,0.9088092123627928,3.153202327505238,0.5476648657450167,0.0,0.0,210,0.5303030303030303
