scheduler,seed,cards,arrival_mode,base_algo,phase_enabled,card_id,kind,mean_load,max_load,std_load,time_cv,time_lif,time_jfi,mean_cong_ratio,max_cong_ratio,completed_tasks,throughput
rr,42,4,poisson,RR,False,0,served,312804.9928975008,900000.0,283653.54445556784,0.9068063198994869,2.8771919260729635,0.5487577573120682,0.05591064093168644,0.6172601937763796,100,0.25510204081632654
rr,42,4,poisson,RR,False,1,served,308943.6359140824,900000.0,279868.9693684447,0.9058900615977621,2.913152741719823,0.5492583682626139,0.054944151162654505,0.6153257532382559,100,0.25510204081632654
rr,42,4,poisson,RR,False,2,served,311687.8050661671,900000.0,282163.145674198,0.9052748971500459,2.8875046933868402,0.5495947004672864,0.05563874793005403,0.6172601937763796,100,0.25510204081632654
rr,42,4,poisson,RR,False,3,served,311229.1325010961,900000.0,291220.7031525484,0.935711579479221,2.891760140727926,0.5331751836293701,0.0567795228634048,0.6172601937763796,100,0.25510204081632654
rr,42,4,poisson,RR,False,0,demand,312835.1587138273,2351466.9375,481032.9787295681,1.5376563833402221,7.516632552324641,0.2972309530551072,0.05591064093168644,0.6172601937763796,100,0.25510204081632654
rr,42,4,poisson,RR,False,1,demand,308841.5951376156,2339641.9375,472574.3329754426,1.5301511856421735,7.575540258615384,0.29927909792252577,0.054944151162654505,0.6153257532382559,100,0.25510204081632654
rr,42,4,poisson,RR,False,2,demand,311687.8050661671,2351466.9375,473396.9196254163,1.5188175858369581,7.5443020204169216,0.3024065337423457,0.05563874793005403,0.6172601937763796,100,0.25510204081632654
rr,42,4,poisson,RR,False,3,demand,311229.1325010961,2351466.9375,482445.5752459571,1.5501298717409047,7.555420402335628,0.29386676960401553,0.0567795228634048,0.6172601937763796,100,0.25510204081632654
rr,21,4,poisson,RR,False,0,served,314810.524924651,900000.0,290072.98854059604,0.9214208724756714,2.858862486301601,0.5408280785901443,0.058558587896614646,0.7143862656209515,100,0.25380710659898476
rr,21,4,poisson,RR,False,1,served,309985.98163120635,900000.0,292053.8469951198,0.9421517884720975,2.9033570978404426,0.5297592265313901,0.056148178924963106,0.6172601937763796,100,0.25380710659898476
rr,21,4,poisson,RR,False,2,served,311090.47642122064,900000.0,294841.3468584978,0.9477671905946704,2.893049026616257,0.5267974910012173,0.057101198146313675,0.6440731974097896,100,0.25380710659898476
rr,21,4,poisson,RR,False,3,served,313533.2522133764,900000.0,291924.22883663984,0.9310790060569701,2.8705089289460792,0.535645001318903,0.05711273397941241,0.6440731974097896,100,0.25380710659898476
rr,21,4,poisson,RR,False,0,demand,314810.524924651,2339641.9375,485533.8454453253,1.5423049961926667,7.4319050738852726,0.2959714116539695,0.058558587896614646,0.7143862656209515,100,0.25380710659898476
rr,21,4,poisson,RR,False,1,demand,309985.98163120635,2351466.9375,484659.0571990241,1.5634870152793818,7.585720248141948,0.2903186021328507,0.056148178924963106,0.6172601937763796,100,0.25380710659898476
rr,21,4,poisson,RR,False,2,demand,311090.47642122064,2528609.796875,492001.9131084369,1.5815396175685552,8.128213457268389,0.2856108487310898,0.057101198146313675,0.6440731974097896,100,0.25380710659898476
rr,21,4,poisson,RR,False,3,demand,313533.2522133764,2528609.796875,483092.69091034884,1.5408020919630496,8.064885555278021,0.296377869444465,0.05711273397941241,0.6440731974097896,100,0.25380710659898476
