scheduler,seed,cards,tasks,arrival_mode,base_algo,phase_enabled,pair_base_scheduler,pair_phase_scheduler,bw_max,d_max,card_cv,median_card_cv,p95_card_cv,std_card_cv,card_jfi,card_lif,max_min_ratio,completion_rate,throughput,throughput_excl_cold,mean_cold_start,p99_delay,p99_delay_excl_cold,avg_delay,avg_delay_excl_cold,mean_start_offset,p95_start_offset,reject_rate_bw,avg_congestion_ratio,mean_congestion_wait_ticks,time_card_cv_demand_mean,time_card_lif_demand_mean,time_card_lif_served_mean
rr,99,4,800,poisson,RR,False,rr,rr-phase,900000.0,16,0.43304232546291516,0.42664510845908576,0.7080710423848421,0.17801057719576116,0.8336046703886539,1.5391240597352447,3.971246199931158,1.0,1.5325670498084292,1.5325670498084292,0.0,15.0,15.0,5.285,5.285,0.0,0.0,0.0,0.1334923724275436,1.42,1.0825296757519602,4.356040132672223,1.5486255536693119
rr,123,4,800,poisson,RR,False,rr,rr-phase,900000.0,16,0.4562687350851198,0.4585331989960659,0.7311967984945046,0.17958508106325544,0.8200931275355038,1.5721661630388404,4.215876978706612,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,15.0,5.28125,5.28125,0.0,0.0,0.0,0.13170670064839948,1.4075,1.0760244736558695,4.519096581213964,1.5711698488011168
rr,21,4,800,poisson,RR,False,rr,rr-phase,900000.0,16,0.45252548325276654,0.43810722884359105,0.7785436160875147,0.20305859114553187,0.8226569542326025,1.5732219739737743,4.3689814357612375,1.0,1.5238095238095237,1.5238095238095237,0.0,15.0,15.0,5.29125,5.29125,0.0,0.0,0.0,0.1337478450408246,1.4025,1.0893303037854238,4.462580359139092,1.570692336727563
rr,42,4,800,poisson,RR,False,rr,rr-phase,900000.0,16,0.44499439657689227,0.4342360487089348,0.7650900028245632,0.19684161635328404,0.8258750744232187,1.5683877627819791,4.390139367608863,1.0,1.5296367112810707,1.5296367112810707,0.0,15.0,15.0,5.28625,5.28625,0.0,0.0,0.0,0.13480213530285634,1.4725,1.0917128662979416,4.374191903696524,1.54467310814946
rr,2024,4,800,poisson,RR,False,rr,rr-phase,900000.0,16,0.45853558779162057,0.4597666727850238,0.7381798840452372,0.1843539444864293,0.8184830165573451,1.590714936706256,4.408634454734235,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,15.0,5.285,5.285,0.0,0.0,0.0,0.12904589993026852,1.41125,1.0812658686413785,4.552120702888667,1.5963672449706614
rr-phase,42,4,800,poisson,RR,True,rr,rr-phase,900000.0,16,0.3780592897369355,0.3769806570742775,0.6679788554794954,0.1673975454501977,0.8648078491110484,1.514578414879893,4.965544476004862,0.78875,1.1728624535315986,1.1897513588458701,7.637083993660855,30.0,15.0,13.527733755942947,5.890649762282092,7.637083993660855,15.0,0.21125,0.0,0.0,0.4306913057384002,1.994489896272157,1.994489896272157
rr-phase,21,4,800,poisson,RR,True,rr,rr-phase,900000.0,16,0.3145676984711568,0.29915881995892435,0.5372707508842418,0.13169186573342412,0.9016549655298011,1.4205455886062557,3.174228660554291,0.765,1.146067415730337,1.1625013967000632,7.549019607843137,29.0,15.0,13.529411764705882,5.980392156862745,7.549019607843137,16.0,0.235,0.0,0.0,0.37508274342884157,1.8686714582831319,1.8686714582831319
rr-phase,99,4,800,poisson,RR,True,rr,rr-phase,900000.0,16,0.3319513558040684,0.31995860532246484,0.5756122501717957,0.13963151768337567,0.8924644145584566,1.4406902063347766,3.0979052018294597,0.7675,1.1563088512241055,1.173886508569151,7.95114006514658,31.0,15.0,13.921824104234528,5.970684039087948,7.95114006514658,16.0,0.2325,0.0,0.0,0.38836123075895457,1.9265865350593725,1.9265865350593725
rr-phase,123,4,800,poisson,RR,True,rr,rr-phase,900000.0,16,0.4004655634969448,0.3942589466801152,0.6422847050479449,0.14580616235111202,0.8551663022852506,1.5321018229726961,5.02184973344075,0.7975,1.1925233644859814,1.2098741213012916,7.672413793103448,29.0,15.0,13.531347962382446,5.858934169278997,7.672413793103448,15.0,0.2025,0.0,0.0,0.45384602288538356,2.013099013159771,2.013099013159771
rr-phase,2024,4,800,poisson,RR,True,rr,rr-phase,900000.0,16,0.3607573185777244,0.35183872700148755,0.6491350617897917,0.15938773444765122,0.875543544669315,1.4788141134475126,4.725753048052958,0.78375,1.1654275092936803,1.1829725899200476,7.979266347687401,31.0,15.0,13.88835725677831,5.909090909090909,7.979266347687401,15.0,0.21625,0.0,0.0,0.4184030723409896,1.9365083133430832,1.9365083133430832
bestfit,21,4,800,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.3671497636020786,0.3519414297921114,0.6934801836333184,0.18393597418390167,0.8696824928711759,1.482275202699412,4.468228040657408,1.0,1.5238095238095237,1.5238095238095237,0.0,15.0,15.0,5.32125,5.32125,0.0,0.0,0.0,0.11213760655282284,1.11375,0.9664389730741305,4.31821710289059,1.5385787401588704
bestfit,42,4,800,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.3749157905044035,0.35709332630402696,0.7087848984587242,0.1729012021565701,0.8664093370435784,1.491135586993446,3.6073455765208493,1.0,1.5296367112810707,1.5296367112810707,0.0,15.0,15.0,5.31,5.31,0.0,0.0,0.0,0.1132521105441678,1.10875,0.9503092558248691,4.186969115150042,1.52498954506813
bestfit,99,4,800,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.3641693860643957,0.34255342202049566,0.6644171755979874,0.17657122373615197,0.8716621709946998,1.4744608918162179,5.145157600037309,1.0,1.5325670498084292,1.5325670498084292,0.0,15.0,15.0,5.32,5.32,0.0,0.0,0.0,0.10847841943377348,1.0075,0.9277357679649154,3.991861865174992,1.5254145163392392
bestfit,123,4,800,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.35913832837555826,0.35229042434183155,0.6299180917816162,0.157907650392518,0.8755566747532635,1.477449473915253,3.670234370301384,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,15.0,5.30625,5.30625,0.0,0.0,0.0,0.10711645458166602,1.025,0.9118476309682592,4.129559374846938,1.5340713681029112
bestfit-phase,21,4,800,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.3193457980216915,0.29919794971398056,0.6151407454760032,0.1519095839960554,0.8967987410335845,1.4197073171049686,4.480028343482311,0.825,1.2382739212007505,1.2522063093260047,5.930303030303031,29.0,15.0,11.693939393939393,5.763636363636364,5.930303030303031,15.0,0.175,0.0,0.0,0.4094096527639268,1.8508994337067626,1.8508994337067626
bestfit,2024,4,800,poisson,BestFit,False,bestfit,bestfit-phase,900000.0,16,0.38417666584228966,0.34829635879182064,0.696013834401918,0.18546528924165753,0.8605589889185561,1.5183247806682023,4.783952367827507,1.0,1.5267175572519085,1.5267175572519085,0.0,15.0,15.0,5.31,5.31,0.0,0.0,0.0,0.10559807733872384,1.04125,0.9535596659884126,4.4158540849748995,1.5703828944252627
bestfit-phase,99,4,800,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.315524017748864,0.29535521290937927,0.5786500823171722,0.14094081689562174,0.9001384034683844,1.4047873626421055,4.234706149066952,0.82125,1.2372881355932204,1.2515011379945202,6.030441400304414,30.0,15.0,11.80669710806697,5.776255707762557,6.030441400304414,14.0,0.17875,0.0,0.0,0.38030799657497716,1.7915613025175423,1.7915613025175423
bestfit-phase,42,4,800,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.308232773253286,0.30143185759366115,0.5927241701412637,0.15009300526930403,0.9024446280986516,1.4066362093401106,4.106711947692884,0.81875,1.2428842504743833,1.2578427348422658,6.267175572519084,29.460000000000036,15.0,12.033587786259542,5.766412213740458,6.267175572519084,15.0,0.18125,0.0,0.0,0.3871057204085037,1.8202989316744203,1.8202989316744203
bestfit-phase,123,4,800,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.330582863131108,0.31730930697073256,0.5997789692222282,0.1404967803009626,0.8927939434599497,1.4243963175673098,4.89926327400973,0.8225,1.2207792207792207,1.2347328135426945,6.091185410334346,30.0,15.0,11.826747720364741,5.735562310030395,6.091185410334346,15.0,0.1775,0.0,0.0,0.39591006072721924,1.8541899328977955,1.8541899328977955
bestfit-phase,2024,4,800,poisson,BestFit,True,bestfit,bestfit-phase,900000.0,16,0.33863970614391575,0.3206879081041231,0.6002823422491018,0.14654421672804557,0.8877132056505292,1.4409392399349825,4.88208416670944,0.82375,1.2271880819366854,1.2416365273826713,6.24886191198786,30.41999999999996,15.0,12.01669195751138,5.76783004552352,6.24886191198786,15.0,0.17625,0.0,0.0,0.40778023944448016,1.8136094232440114,1.8136094232440114
drf,21,4,800,poisson,DRF,False,drf,drf-phase,900000.0,16,0.3671497636020786,0.3519414297921114,0.6934801836333184,0.18393597418390167,0.8696824928711759,1.482275202699412,4.468228040657408,1.0,1.5238095238095237,1.5238095238095237,0.0,15.0,15.0,5.32125,5.32125,0.0,0.0,0.0,0.11213760655282284,1.11375,0.9664389730741305,4.31821710289059,1.5385787401588704
drf,42,4,800,poisson,DRF,False,drf,drf-phase,900000.0,16,0.3749157905044035,0.35709332630402696,0.7087848984587242,0.1729012021565701,0.8664093370435784,1.491135586993446,3.6073455765208493,1.0,1.5296367112810707,1.5296367112810707,0.0,15.0,15.0,5.31,5.31,0.0,0.0,0.0,0.1132521105441678,1.10875,0.9503092558248691,4.186969115150042,1.52498954506813
